,id_news,country,media_outlet,url,title,text,date,search
0,5184812.0,chile,elciudadano,https://www.elciudadano.com/medio-ambiente/video-cual-fue-la-magnitud-de-los-incendios-ocurridos-en-el-planeta-durante-2019/12/24/,(Video) ¿Cuál fue la magnitud de los incendios ocurridos en el planeta durante 2019?,"Los incendios arrasaron parte de la Tierra en 2019, de eso no cabe duda, aunque en algunos casos persista la duda de las causas que los provocaron más que la importancia de las consecuencias de cara al futuro inmediato. Para generar un poco de conciencia acerca de la magnitud de estos eventos devastadores, el Servicio de Monitoreo de la Atmósfera de Copérnico (CAMS), operado por el Centro Europeo de Pronósticos Meteorológicos de Mediano Alcance, que rastrea la ubicación, la intensidad y las emisiones de incendios forestales en todo el planeta, lanzó una nueva visualización que muestra cómo los incendios arrasaron la Tierra en 2019. A pesar de la magnitud y la mediática que tuvieron estos eventos, el organismo señala que la actividad de incendios en 2019 ha sido bastante promedio en comparación con otros años, aunque hubo varios ejemplos de actividad excepcional en algunas áreas, según el científico senior de CAMS, Mark Parrington. Respecto al monitoreo de incendios forestales, durante todo el año hemos estado observando de cerca la intensidad de éstos y el humo que emiten en todo el mundo y hemos experimentado a veces una actividad de incendios bastante excepcional, incluso en lugares donde esperaríamos ver incendios en ciertos momentos del año parte de la actividad ha sido sorprendente, dijo Parrington. La idea de este video ha sido crear conciencia sobre los impactos a gran escala de los incendios forestales y sus emisiones de humo para que las organizaciones, las empresas y las personas puedan estar informadas y planificar contra los posibles efectos de la contaminación del aire. En total, CAMS estima que los incendios forestales en todo el mundo en 2019 liberaron 6.375 megatones de dióxido de carbono a la atmósfera entre el 1 de enero y el 30 de noviembre, lo que contribuyó al calentamiento global. Si bien 2019 fue un año de incendios relativamente promedio en términos de actividad general, ha habido varios brotes notables que tuvieron un efecto particularmente significativo en el medio ambiente, por ejemplo, incendios en el Amazonas, Australia, Indonesia y el Círculo Polar Ártico, apuntó el organismo. Según explicó CAMS, los incendios en la región amazónica brasileña produjeron la mayor cantidad de emisiones en la región desde 2010. Mientras, los incendios que se produjeron en el Círculo Polar Ártico entre junio y agosto no tenían precedentes en términos de ubicación, escala y duración. La mayoría de estos incendios ocurrieron en Siberia y Alaska, liberando un total de 182 megatones de dióxido de carbono. Fueron causados principalmente por condiciones inusualmente calientes y secas. Australia también experimentó incendios forestales sin precedentes en ciertas regiones hacia finales de año. De hecho, el humo de estos incendios se transportó posteriormente sobre el Océano Pacífico, llegando hasta América del Sur. Sigue leyendo:",2019-12-24,incendios
1,5185192.0,chile,elciudadano,https://www.elciudadano.com/medio-ambiente/video-asi-fueron-los-graves-incendios-forestales-que-azotaron-el-planeta-durante-el-2019/12/16/,(Video) ¡Así fueron los graves incendios forestales que azotaron el planeta durante el 2019!,"El programa europeo de observación de la Tierra Copernicus publicó una visualización que muestra cómo los incendios forestales iluminaron el planeta en 2019 El vídeo muestra las áreas del planeta envueltas en llamas basándose en las imágenes de satélites. En la grabación se puede observar que en algunas partes del mundo apenas hay una interrupción de la actividad de los incendios forestales durante 2019. Otras regiones se iluminan y luego se vuelven a oscurecer a medida que cambian las estaciones. La visualización fue realizada por el Servicio de Monitoreo de la Atmósfera Copernicus (CAMS), organismo destinado a ayudar a los gobiernos y a las empresas a controlar los incendios forestales y la contaminación. Ha sido un año extremadamente intenso para CAMS con respecto al monitoreo de incendios forestales, explicó el científico Mark Parrington. A lo largo del año hemos estado observando de cerca la intensidad de los incendios y el humo que emiten en todo el mundo y hemos experimentado a veces una actividad de incendios bastante excepcional, detalló. Entre los incendios forestales del 2019 se destacan los que azotaron la Amazonía, Siberia, California y Australia, entre otros. Entre principios de 2019 y finales de noviembre, CAMS estima que 6.375 megatones de CO2 han sido liberados a la atmósfera por los incendios forestales en todo el mundo. Incluso en lugares donde esperaríamos ver incendios en ciertos momentos del año, parte de la actividad ha sido sorprendente, recalcó Parrington. Sin embargo, en algunas áreas incluyendo Europa y el sur de África tropical la actividad de los incendios forestales está por debajo de los niveles de principios de la década de 2000, indicó. Aunque la actividad de los incendios en general ha sido bastante promedio en el sentido global para 2019, en comparación con años anteriores, ha habido varios casos de actividad intensa e inusual en ciertas regiones, incluyendo lugares con temporadas de incendios regulares, lo que ha sido devastador, señaló Parrington. Cortesía de Sputnik Te podría interesar",2019-12-16,incendios
2,21956609.0,chile,elciudadano,https://www.elciudadano.com/mundo/grecia-sigue-su-lucha-contra-el-fuego-mientras-turquia-se-salva-por-repentinas-lluvias/08/07/,Grecia sigue su lucha contra el fuego mientras Turquía se salva por repentinas lluvias,"Miles de hectáreas continuaban siendo devoradas este sábado en Grecia por los violentos incendios forestales continuaban que han batido récords de superficies quemadas por undécimo día consecutivo, al tiempo que, en la vecina Turquía, el fuego parecía calmarse producto de las lluvias. Decenas de miles de personas han abandonado sus hogares en Grecia, a medida que los incendios forestales convierten miles de hectáreas de frondosos bosques en cenizas, en los suburbios del noreste de Ática. El país ha recibido ayuda de diferentes Estados europeos para luchar contra los incendios. El fuego estalló el martes en Varibobi, un suburbio de Atenas, pero volvió a encenderse y se extendió hacia el este del monte Parnés el jueves por la noche. Según los informes, el incendio arrasó con rapidez las áreas circundantes el martes ya que el avión bombero no pudo volar debido a las altas temperaturas mientras que otros enfrentaron problemas de mantenimiento. Al menos tres aviones anfibios CL-415 que habían intentado ayudar a apagar los incendios en la isla de Rodas y otros lugares también resultaron dañados, mientras que un CL-415 enviado para responder a los incendios en la isla de Cerdeña resultó dañado y tuvo que retornar. Turquía controla incendios Este sábado la situación parecía estabilizarse en la costa turca, donde 13 de los 200 incendios registrados en los últimos días seguían activos. Las lluvias providenciales que cayeron en el suroeste de Turquía contribuyeron a mejorar la situación en la región de Antalya. Según las autoridades locales, los incendios ahora están bajo control, incluso en Manavgat, donde los aguaceros continuaron el sábado. Aunque los bomberos turcos han recibido la ayuda de muchos voluntarios, continúan sus esfuerzos en la región de Mugla, donde tres barrios fueron evacuados, según el municipio. A ambos lados del mar Egeo, cientos de casas fueron destruidas y miles de turistas y residentes fueron evacuados en los últimos días, muchos por vía marítima, a causa de las llamas avivadas por las altísimas temperaturas. El presidente de Turquía, Recep Tayyip Erdogan, anunció este viernes 6 de agosto que se han contenido 196 incendios forestales desde que comenzaron la semana pasada, mientras que se realizan esfuerzos para extinguir los 12 incendios restantes en cinco provincias. Erdogan precisó que han estallado 208 incendios forestales en 44 provincias desde el 28 de julio. Hasta el momento, se han extinguido 196 incendios forestales y se están realizando esfuerzos para extinguir los 12 incendios restantes en cinco provincias, incluidas Antalya, Mugla, Isparta, Aydin y Denizli, agregó. El presidente turco señaló que cinco helicópteros con capacidad de combate nocturno enviados por Ucrania están operando las 24 horas del día para controlar los incendios forestales. Así mismo, aseveró que un total de 56 helicópteros, 16 aviones anfibios y nueve drones luchan actualmente contra las llamas. Azerbaiyán ha enviado a más de 600 bomberos capacitados para ayudar en la lucha en curso contra los incendios forestales en las provincias del sur del país, informó el mandatario. Su homólogo azerbaiyano Ilham Aliyev prometió aumentar el número. El mandatario turco subrayó que el Gobierno ha movilizado todos sus recursos para combatir los incendios forestales y dijo que los estudios de evaluación de daños continúan en las áreas afectadas por los incendios. “Los daños en la producción vegetal y la ganadería serán reparados lo antes posible”, aseguró. Las autoridades turcas esperan plantar un total de 252 millones de árboles jóvenes, tres árboles jóvenes por cada ciudadano turco, para fin de año como parte de la campaña «Aliento para el futuro». Otras noticias de interés:",2021-08-07,incendios
3,5166367.0,chile,elciudadano,https://www.elciudadano.com/medio-ambiente/mas-de-diez-mil-bomberos-continuan-desplegados-en-california-por-incendios-forestales/08/24/,Más de diez mil bomberos continúan desplegados en California por incendios forestales,"El Departamento forestal y Protección contra Incendios de California, reveló este domingo que los incendios forestales continúan afectando los bosques y zonas urbanas, aunque a menor escala. De acuerdo a la institución, los incendios acabaron con la vida de al menos seis personas y centenares de edificios terminaron incinerados producto del fuego y las tormentas eléctricas. El siniestro nombrado LNU Lightning Complex, incluye, según el Departamento de Silvicultura y Protección contra Incendios de California, a alrededor de 30 incendios forestales, los cuales se han fusionado y amenazan con destruir más de 30.000 edificios. What its like driving through a wildfire at night #CZULightingComplex pic.twitter.com/LdkZBBp1Eb Alrededor de 14.000 bomberos continúan desplegados en las zonas más afectadas por los incendios y el Gobierno estadounidense pidió apoyo de las autoridades de estados aledaños para mitigar la amenaza. Casi dos docenas de incendios forestales masivos continuaron asolando partes de California el sábado, alimentados por las altas temperaturas y las continuas caídas de rayos, incluyendo 100 que cayeron el viernes, dijo el Departamento Forestal y de Protección contra Incendios de California (CalFire). Cortesía de TeleSUR Te podría interesar",2020-08-24,incendios
4,21959285.0,chile,elciudadano,https://www.elciudadano.com/actualidad/cual-es-el-impacto-ambiental-de-los-incendios-forestales/03/19/,¿Cuál es el impacto ambiental de los incendios forestales?,"Los bosques tienen un rol fundamental en nuestras vidas. No obstante, en América Latina cada vez están más amenazados, entre otras cosas, por los incendios. Para poder mitigar sus impactos, «falta mucho conocimiento sobre los incendios, qué los causa, cuáles son las tendencias», dijo Pieter van Lierop, oficial forestal regional de la FAO. En 2019 el mundo ardió. En agosto de ese año, el número de incendios alcanzó el nivel más alto de los últimos nueve años, desatando una crisis internacional. En el Amazonas, California y Australia, los incendios forestales quemaron millones de hectáreas. Se estima que la quema produjo 1,8 gigatoneladas de emisiones de carbono, lo que equivale al total de la tasa anual de emisiones del transporte internacional. A pesar de las medidas globales y localizadas de mitigación y prevención, debido a los incendios en 2019 se perdió 2,8% más de bosques que el año anterior, continuando el aumento constante presenciado a lo largo de las dos décadas anteriores, según Global Forest Watch. Aunque la historia nos ha demostrado que los incendios son comunes, la evidencia sugiere que el cambio climático está haciendo que sean más frecuentes e intensos. Las olas de calor y la sequía están asociadas a la mayoría de los incendios masivos más dañinos de las últimas décadas. Mientras que aproximadamente 67 millones de hectáreas de bosque ardieron en todo el mundo cada año entre 2003 y 2012, según la Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO), esa cifra se disparó en 2015, cuando el fuego se cobró aproximadamente 98 millones de hectáreas de bosque del mundo. Esto ocurrió principalmente en el ámbito tropical, donde el fuego consumió cerca del 4% de la superficie forestal total ese año. Más de dos tercios de los bosques afectados se encontraban en África y Sudamérica. Según la FAO el hemisferio sur experimenta temporadas de incendios forestales particularmente altas por los períodos de sequía y la actividad humana, como las quemas agrícolas. «Se dan incendios por muchas razones —dijo Pieter van Lierop, oficial regional Forestal de la FAO—, pero lo que sí es cierto es que en muchos casos los incendios son el ‘instrumento’ más fácil para gente que quiere cambiar el uso de suelo, cambiar de bosque a ganadería, por ejemplo. (…) Esos fuegos si se escapan pueden hacer muchos daños», advirtió.Los incendios forestales, junto con las plagas, las enfermedades, las especies invasoras, las tormentas, huracanes, sequías, inundaciones y corrimientos de tierra, tienen un gran impacto en los bosques y actividades forestales. Inevitablemente, dice la FAO, estos desastres interrumpen el suministro de productos forestales y servicios medioambientales, por lo cual constituyen una amenaza a la subsistencia y los medios de vida de las comunidades locales y de las industrias forestales. Un mundo cada vez más caliente y seco, con más incendios Las condiciones atmosféricas calientes y secas determinan la probabilidad de que se produzca un incendio, su intensidad y la velocidad de su propagación. Según la FAO, a medida que el mundo se calienta, aumenta su potencial para arder. En el futuro, la FAO estima que el cambio climático provoque temporadas de incendios más largas e incendios más severos en gran parte del mundo, incluyendo algunas áreas donde el fuego no ha sido un problema común anteriormente. A las condiciones meteorológicas adversas, se le suma la actividad humana, que según la FAO combinadas constituyen la causa más común de los incendios forestales. ¿Qué daños causan los incendios forestales? Los incendios forestales extremos causan daños considerables a los paisajes, ejercen presión sobre servicios ambientales y tienen un alto costo económico. Causan daños en las infraestructuras y los servicios, como líneas eléctricas y de comunicación, sistemas de agua, carreteras y ferrocarriles. Además, tienen graves efectos en la salud humana y pueden poner a prueba los servicios sanitarios nacionales. ¿Cómo reducir los daños de los incendios? Los incendios forestales no pueden evitarse, pero su ocurrencia e impacto pueden reducirse significativamente «aplicando la gestión forestal inteligente», y teniendo en cuenta las «realidades socioculturales y los imperativos ecológicos» de los paisajes donde se producen, asegura la FAO en un reciente informe. El oficial forestal regional de la FAO considera que América Latina podría mitigar mejor los efectos de los incendios si conociera más sobre ellos. «En este momento falta mucho conocimiento sobre los incendios, qué los causa, cuáles son las tendencias», dijo Van Lierop. Cortesía de Sputnik Te podría interesar Conozca la importancia medioambiental de los bosques",2021-03-19,incendios
5,21867989.0,chile,radiosago,https://www.radiosago.cl/conaf-mas-de-460-incendios-forestales-se-registran-a-nivel-nacional-durante-la-temporada/,Conaf: más de 460 incendios forestales se registran a nivel nacional durante la temporada,"La Corporación Nacional Forestal (Conaf) informó que entre el 1 de julio y el 22 de noviembre se han producido 462 incendios forestales, que han involucrado a 1731.56 hectáreas a nivel nacional. La Región Metropolitana registra 135 siniestros, lo que representa un aumento de 65% respecto de la misma fecha del año pasado, mientras Aysén anota 7 incendios que implican un crecimiento de 600%, la región con el mayor alza. Por el contrario, las regiones de Antofagasta y Los Ríos no anotan incendios a la fecha, aunque el monitoreo es limitado. A nivel nacional, la disminución en el número de incendios forestales es de 2% y de un 44% de superficie afectada en relación ala temporada anterior. Hugo Barreto, jefe del Departamento de Control de Incendios Forestales de Conaf, señala que están trabajando en diferentes ámbitos la prevención de estos siniestros. “Hay trabajo de difusión en medios y trabajo con pequeñas comunidades, que son el primer aviso de incendios, se les está capacitando cómo abordar los primeros momentos, el trabajo preventivo, cómo despejar zonas adyacentes a la vivienda de materiales combustibles o inflamables. También trabajamos con empresas eléctricas y la Corma, que reúne a las empresas forestales del país. Se establecen cortafuegos y silvicultura preventiva”. Agrega que existe preocupación, porque la gente no toma conciencia y se registran más incendios que la temporada anterior. “En más de un 99% de los casos, los incendios son provocados por acción humana, principalmente por negligencia”. Fuente: La Tercera",2018-11-24,incendios
6,21852683.0,chile,cnnchile,https://www.cnnchile.com/mundo/artico-incendios-forestales_20190725/,Incendios forestales “sin precedentes” han devastado el Ártico,"Más de 100 incendios forestales intensos han devastado el Ártico desde junio, y los científicos describen las llamas como “sin precedentes”. Las nuevas imágenes satelitales muestran enormes nubes de humo sobre tierras deshabitadas en Groenlandia, Siberia y partes de Alaska. Los incendios se producen después de que el planeta experimentó el mes de junio más caluroso registrado y está en camino de experimentar el mes de julio más caluroso registrado, a medida que las olas de calor barren Europa y Estados Unidos. Desde principios de junio, el Servicio de Monitoreo de la Atmósfera de Copérnico (CAMS), que proporciona datos sobre la composición atmosférica y las emisiones, ha rastreado más de 100 incendios forestales intensos en el Círculo Polar Ártico. Pierre Markuse, un experto en fotografía satelital, dijo que la región ha experimentado incendios en el pasado, pero nunca tantos. Las imágenes satelitales muestran el humo ondeando en Groenlandia y Alaska, mientras que los incendios forestales arrasan la región.  Las temperaturas en el Ártico están aumentando a un ritmo más rápido que el promedio mundial, lo que proporciona las condiciones adecuadas para que se propaguen los incendios forestales, según Mark Parrington, científico principal de CAMS. “La cantidad e intensidad de incendios forestales en el Círculo Ártico es inusual y sin precedentes”, dijo Parrington a CNN. “Son preocupantes porque están ocurriendo en una parte muy remota del mundo y en un entorno que mucha gente consideraría prístino”, dijo. La temperatura promedio de junio en Siberia, donde los incendios están en su apogeo, fue casi 10 grados más alta que el promedio a largo plazo entre 1981 y 2010, dijo a la CNN la Dra. Claudia Volosciuk, científica de la Organización Meteorológica Mundial (OMM). Parrington dijo que parecía haber más incendios forestales debido a las olas de calor locales en Siberia, Canadá y Alaska. Los incendios contribuyen a la crisis climática al liberar dióxido de carbono a la atmósfera. Entre el 1 de junio y el 21 de julio, emitieron aproximadamente 100 megatones de dióxido de carbono (CO2) a la atmósfera, casi el equivalente a la producción de carbono de Bélgica en 2017, según CAMS. Volosciuk dijo que los incendios forestales también están exacerbando el calentamiento global al liberar contaminantes a la atmósfera. “Cuando las partículas de humo caen sobre la nieve y el hielo, [hacen] que el hielo absorba la luz solar que, de lo contrario, reflejaría y, por lo tanto, aceleraría el calentamiento en el Ártico”, dijo.",2019-07-25,incendios
7,441582.0,chile,horas24,https://www.24horas.cl/nacional/declaran-alerta-roja-para-comunas-de-limache-y-villa-alemana-por-incendios-forestales-2662759,Declaran alerta roja para comunas de Limache y Villa Alemana por incendios forestales,"Onemi declaró alerta roja para las comunas de Limache y Villa Alemana por incendios forestales. Son 10 los incendios forestales que se encuentran activos los que consumen una superficie de 24,14 hectáreas de vegetación en dichas comunas. Cuatro incendios que afectan a la comuna de Limahce, los que consumen 3 hectáreas aproximadamente, se encuentran controlados. Monitoreo Alerta Roja para las comunas de Limache y Villa Alemana por incendios forestales. Más info. https://t.co/XPyI276I36 pic.twitter.com/hGAa9MvneE onemichile (@onemichile) 10 de marzo de 2018 Monitoreo Alerta Roja para las comunas de Limache y Villa Alemana por incendios forestales. Más info. https://t.co/XPyI276I36 pic.twitter.com/hGAa9MvneE",2018-03-10,incendios
8,380085.0,chile,biobiochile,https://www.biobiochile.cl/noticias/nacional/region-de-la-araucania/2020/02/25/cancelan-alertas-rojas-en-la-araucania-por-incendios-forestales-aun-quedan-4-en-combate.shtml,Cancelan Alertas Rojas en La Araucanía por incendios forestales: aún quedan 4 en combate,"Con Alerta Amarilla, por la probabilidad de ocurrencia de incendios forestales, se mantiene La Araucanía tras cancelarse este lunes las dos ultimas Alertas Rojas que estaban vigentes por incendios en Victoria y Traiguén. El antecedente fue confirmado esta mañana por el director regional subrogante de la Oficina Nacional de Emergencias en La Araucanía, Juan Cayupi, al entregar una actualización local respecto de los incendios forestales. El último reporte de la Conaf Araucanía detalla que el índice de ocurrencia de incendios forestales para la costa y el valle de la provincia de Malleco es alto, en tanto en la zona cordillerana es extremo. Cautín por su parte presenta para la zona costera una probabilidad baja de ocurrencia de incendios, lo que se mantiene en nivel alto en el valle y medio en la zona cordillerana. De 17 incendios reportados a nivel regional, 4 están en combate, mientras que los restantes ya fueron controlados, manteniéndose bajo observación desde torres de vigilancia o por parte de personal de Conaf en terreno. Se espera que esta condición se mantenga al menos hasta este viernes, dado que para el sábado y domingo se anticipa un brusco incremento de la temperatura, lo que podría nuevamente instalar un escenario propicio para la ocurrencia de incendios.",2020-02-25,incendios
9,6350940.0,chile,latercera,https://www.latercera.com/que-pasa/noticia/incendios-forestales-estan-dejado-irreconocible-nuestro-mundo/AV6RVLFUHBHPFGMEHRY3M7YSOQ/,Incendios forestales están dejado irreconocible nuestro mundo,"El calor extremo ha alimentado algunos de los peores incendios registrados en muchas partes del mundo. Los incendios forestales sin precedentes que comenzaron en diciembre pasado en Australia arrasaron con 17 millones de hectáreas, un área equivalente al tamaño del estado de Washington, y dejaron al menos 33 víctimas fatales. La temporada de incendios de California ya ha batido récords, con 3,1 millones de acres quemados y 3.900 estructuras destruidas hasta el 10 de septiembre. En otros lugares, los incendios forestales han destruido bosques nativos, han obligado la evacuación de cientos de miles de personas, han empeorado la contaminación del aire y han liberado grandes cantidades de dióxido de carbono, que contribuirán a un calentamiento aún mayor. Violentos incendios intensificados por fuertes vientos forzaron la evacuación de 2.700 personas alrededor de la ciudad de Marsella en agosto. Un incendio impulsado por vientos huracanados destruyó automóviles en Signal Hill, un popular mirador en Ciudad del Cabo. Enormes llamas oscurecieron los cielos en el área de la Bahía y forzaron evacuaciones en gran parte del estado. En el Peloponeso, se produjeron 57 incendios en menos de 24 horas en julio, lo que obligó a las autoridades a evacuar cinco áreas residenciales. Un bombero murió mientras luchaba por salvar Castelo Branco, que había sido devastado por otro incendio 17 años antes. La Amazonía tuvo su peor comienzo de temporada de incendios en al menos una década, debido a los más de 10.136 incendios detectados en los primeros 10 días de agosto. Por favor, inicia sesión en La Tercera para acceder a los comentarios.",2020-09-14,incendios
